Supplementary Table 1: Detailed Information on Training Set Sequences,,,,,,,,
ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die,Acronym
NM_005479.4,,,,"NM_005479.4 Homo sapiens FRAT regulator of WNT signaling pathway 1 (FRAT1), mRNA",,2645,no,FRAT1
NM_032836.3,,,,"NM_032836.3 Homo sapiens FLT3 interacting zinc finger 1 (FIZ1), mRNA",,2645,no,FIZ1
NM_032193.4,,,,"NM_032193.4 Homo sapiens ribonuclease H2 subunit C (RNASEH2C), mRNA",,2645,no,RNASEH2C
NM_182502.3,,,,"NM_182502.3 Homo sapiens transmembrane serine protease 11B (TMPRSS11B), mRNA",,2645,no,TMPRSS11B
NR_146767.1,,,,"NR_146767.1 Homo sapiens pre-mRNA processing factor 3 (PRPF3), transcript variant 4, non-coding RNA",,2645,no,PRPF3
NM_001004432.4,,,,"NM_001004432.4 Homo sapiens leucine rich repeat and Ig domain containing 4 (LINGO4), mRNA",,2644,no,LINGO4
NM_001316978.2,,,,"NM_001316978.2 Homo sapiens zinc finger and BTB domain containing 45 (ZBTB45), transcript variant 1, mRNA",,2644,no,ZBTB45
NM_033033.4,,,,"NM_033033.4 Homo sapiens keratin 82 (KRT82), mRNA",,2644,no,KRT82
NM_014508.3,,,,"NM_014508.3 Homo sapiens apolipoprotein B mRNA editing enzyme catalytic subunit 3C (APOBEC3C), mRNA",,2644,no,APOBEC3C
NM_001288702.2,,,,"NM_001288702.2 Homo sapiens gamma-glutamyltransferase 6 (GGT6), transcript variant 3, mRNA",,2644,no,GGT6
NR_147238.1,,,,"NR_147238.1 Homo sapiens coiled-coil domain containing 138 (CCDC138), transcript variant 19, non-coding RNA",,2643,no,CCDC138
NM_001012271.2,,,,"NM_001012271.2 Homo sapiens baculoviral IAP repeat containing 5 (BIRC5), transcript variant 3, mRNA",,2643,no,BIRC5
NR_125813.1,,,,"NR_125813.1 Homo sapiens uncharacterized LOC101929415 (LOC101929415), long non-coding RNA",,2643,no,LOC101929415
NM_003245.4,,,,"NM_003245.4 Homo sapiens transglutaminase 3 (TGM3), mRNA",,2643,no,TGM3
NM_001135564.1,,,,"NM_001135564.1 Homo sapiens heat shock transcription factor 2 (HSF2), transcript variant 2, mRNA",,2643,no,HSF2
NM_018971.3,,,,"NM_018971.3 Homo sapiens G protein-coupled receptor 27 (GPR27), mRNA",,2642,no,GPR27
NR_134538.2,,,,"NR_134538.2 Homo sapiens chromosome 7 open reading frame 50 (C7orf50), transcript variant 6, non-coding RNA",,2642,no,C7orf50
NM_001287252.1,,,,"NM_001287252.1 Homo sapiens cyclin I family member 2 (CCNI2), transcript variant 1, mRNA",,2642,no,CCNI2
NM_004862.3,,,,"NM_004862.3 Homo sapiens lipopolysaccharide induced TNF factor (LITAF), transcript variant 1, mRNA",,2642,no,LITAF
NR_158166.1,,,,"NR_158166.1 Homo sapiens long intergenic non-protein coding RNA 2809 (LINC02809), long non-coding RNA",,2642,no,LINC02809
NR_038390.1,,,,"NR_038390.1 Homo sapiens Wilms tumor 1 associated protein pseudogene 1 (WTAPP1), non-coding RNA",,2642,no,WTAPP1
NR_027504.1,,,,"NR_027504.1 Homo sapiens macrophage stimulating 1 pseudogene 2 (MST1P2), non-coding RNA",,2642,no,MST1P2
NM_173701.2,,,,"NM_173701.2 Homo sapiens tryptophanyl-tRNA synthetase 1 (WARS1), transcript variant 2, mRNA",,2642,no,WARS1
NM_001060.6,,,,"NM_001060.6 Homo sapiens thromboxane A2 receptor (TBXA2R), transcript variant a, mRNA",,2642,no,TBXA2R
NM_001206609.2,,,,"NM_001206609.2 Homo sapiens selectin P ligand (SELPLG), transcript variant 1, mRNA",,2641,no,SELPLG
NR_148348.1,,,,"NR_148348.1 Homo sapiens uncharacterized LOC107984035 (LOC107984035), long non-coding RNA",,2641,no,LOC107984035
NM_001004354.3,,,,"NM_001004354.3 Homo sapiens NOTCH regulated ankyrin repeat protein (NRARP), mRNA",,2641,no,NRARP
NM_001324301.1,,,,"NM_001324301.1 Homo sapiens ribophorin II (RPN2), transcript variant 4, mRNA",,2641,no,RPN2
NM_001256456.1,,,,"NM_001256456.1 Homo sapiens integrator complex subunit 11 (INTS11), transcript variant 1, mRNA",,2641,no,INTS11
NM_014236.4,,,,"NM_014236.4 Homo sapiens glyceronephosphate O-acyltransferase (GNPAT), transcript variant 1, mRNA",,2641,no,GNPAT
NM_001353189.2,,,,"NM_001353189.2 Homo sapiens transmembrane and ubiquitin like domain containing 2 (TMUB2), transcript variant 19, mRNA",,2640,no,TMUB2
NR_109848.2,,,,"NR_109848.2 Homo sapiens solute carrier family 66 member 1 (SLC66A1), transcript variant 5, non-coding RNA",,2639,no,SLC66A1
NM_007111.5,,,,"NM_007111.5 Homo sapiens transcription factor Dp-1 (TFDP1), transcript variant 1, mRNA",,2639,no,TFDP1
NR_145444.1,,,,"NR_145444.1 Homo sapiens family with sequence similarity 30 member C (FAM30C), long non-coding RNA",,2639,no,FAM30C
NM_001267057.1,,,,"NM_001267057.1 Homo sapiens caspase 7 (CASP7), transcript variant f, mRNA",,2638,no,CASP7
NR_110109.1,,,,"NR_110109.1 Homo sapiens cancer susceptibility 18 (CASC18), transcript variant 1, long non-coding RNA",,2638,no,CASC18
NR_034016.1,,,,"NR_034016.1 Homo sapiens long intergenic non-protein coding RNA 1502 (LINC01502), transcript variant 1, long non-coding RNA",,2638,no,LINC01502
NM_001286756.2,,,,"NM_001286756.2 Homo sapiens anaphase promoting complex subunit 4 (ANAPC4), transcript variant 1, mRNA",,2638,no,ANAPC4
NM_001350575.1,,,,"NM_001350575.1 Homo sapiens uncharacterized LOC107984974 (LOC107984974), transcript variant 1, mRNA",,2638,no,LOC107984974
NM_178026.3,,,,"NM_178026.3 Homo sapiens gamma-glutamyltransferase 7 (GGT7), transcript variant 1, mRNA",,2638,no,GGT7
NM_001282458.2,,,,"NM_001282458.2 Homo sapiens complement C2 (C2), transcript variant 5, mRNA",,2638,no,C2
NM_033046.2,,,,"NM_033046.2 Homo sapiens rhotekin (RTKN), transcript variant 2, mRNA",,2638,no,RTKN
NM_001039752.4,,,,"NM_001039752.4 Homo sapiens solute carrier family 22 member 10 (SLC22A10), transcript variant 1, mRNA",,2638,no,SLC22A10
NM_006329.3,,,,"NM_006329.3 Homo sapiens fibulin 5 (FBLN5), mRNA",,2637,no,FBLN5
NR_148553.2,,,,"NR_148553.2 Homo sapiens MOK protein kinase (MOK), transcript variant 15, non-coding RNA",,2637,no,MOK
NM_032352.4,,,,"NM_032352.4 Homo sapiens BRMS1 like transcriptional repressor (BRMS1L), mRNA",,2637,no,BRMS1L
NR_110764.1,,,,"NR_110764.1 Homo sapiens long intergenic non-protein coding RNA 1910 (LINC01910), long non-coding RNA",,2637,no,LINC01910
NM_001463.4,,,,"NM_001463.4 Homo sapiens frizzled related protein (FRZB), mRNA",,2637,no,FRZB
NM_005296.3,,,,"NM_005296.3 Homo sapiens lysophosphatidic acid receptor 4 (LPAR4), transcript variant 2, mRNA",,2637,no,LPAR4
NM_001377509.1,,,,"NM_001377509.1 Homo sapiens UDP-glucuronate decarboxylase 1 (UXS1), transcript variant 10, mRNA",,2636,no,UXS1
NR_038873.1,,,,"NR_038873.1 Homo sapiens TNF receptor superfamily member 10d pseudogene (LOC286059), non-coding RNA",,2636,no,LOC286059
NR_135659.1,,,,"NR_135659.1 Homo sapiens THUMP domain containing 2 (THUMPD2), transcript variant 13, non-coding RNA",,2636,no,THUMPD2
NM_025158.5,,,,"NM_025158.5 Homo sapiens RUN and FYVE domain containing 1 (RUFY1), transcript variant 1, mRNA",,2636,no,RUFY1
NM_020680.4,,,,"NM_020680.4 Homo sapiens SCY1 like pseudokinase 1 (SCYL1), transcript variant A, mRNA",,2636,no,SCYL1
NM_001303405.2,,,,"NM_001303405.2 Homo sapiens CWF19 like cell cycle control factor 1 (CWF19L1), transcript variant 3, mRNA",,2636,no,CWF19L1
NM_001323603.1,,,,"NM_001323603.1 Homo sapiens taspase 1 (TASP1), transcript variant 3, mRNA",,2635,no,TASP1
NM_004645.3,,,,"NM_004645.3 Homo sapiens coilin (COIL), mRNA",,2634,no,COIL
NM_001130841.1,,,,"NM_001130841.1 Homo sapiens RNA 3'-terminal phosphate cyclase (RTCA), transcript variant 1, mRNA",,2634,no,RTCA
NM_018164.3,,,,"NM_018164.3 Homo sapiens integrator complex subunit 13 (INTS13), mRNA",,2634,no,INTS13
NM_007144.3,,,,"NM_007144.3 Homo sapiens polycomb group ring finger 2 (PCGF2), transcript variant 1, mRNA",,2634,no,PCGF2
NM_005999.3,,,,"NM_005999.3 Homo sapiens translin associated factor X (TSNAX), mRNA",,2634,no,TSNAX
NM_015509.4,,,,"NM_015509.4 Homo sapiens NECAP endocytosis associated 1 (NECAP1), transcript variant 1, mRNA",,2634,no,NECAP1
NM_000370.3,,,,"NM_000370.3 Homo sapiens alpha tocopherol transfer protein (TTPA), mRNA",,2633,no,TTPA
NM_019043.4,,,,"NM_019043.4 Homo sapiens amyloid beta precursor protein binding family B member 1 interacting protein (APBB1IP), mRNA",,2633,no,APBB1IP
NR_110699.1,,,,"NR_110699.1 Homo sapiens uncharacterized LOC101928404 (LOC101928404), long non-coding RNA",,2633,no,LOC101928404
NR_160746.1,,,,"NR_160746.1 Homo sapiens uncharacterized LOC107985246 (LOC107985246), transcript variant 1, long non-coding RNA",,2633,no,LOC107985246
NR_037158.1,,,,"NR_037158.1 Homo sapiens IL21R antisense RNA 1 (IL21R-AS1), long non-coding RNA",,2632,no,IL21R-AS1
NM_001361189.1,,,,"NM_001361189.1 Homo sapiens zinc finger containing ubiquitin peptidase 1 (ZUP1), transcript variant 2, mRNA",,2632,no,ZUP1
NM_001282409.1,,,,"NM_001282409.1 Homo sapiens protein phosphatase 1 regulatory subunit 7 (PPP1R7), transcript variant 2, mRNA",,2632,no,PPP1R7
NM_001329096.2,,,,"NM_001329096.2 Homo sapiens polypeptide N-acetylgalactosaminyltransferase 14 (GALNT14), transcript variant 5, mRNA",,2632,no,GALNT14
NR_027051.1,,,,"NR_027051.1 Homo sapiens THAP7 antisense RNA 1 (THAP7-AS1), transcript variant 1, long non-coding RNA",,2632,no,THAP7-AS1
NM_001287435.1,,,,"NM_001287435.1 Homo sapiens CCAAT enhancer binding protein alpha (CEBPA), transcript variant 1, mRNA",,2631,no,CEBPA
NM_001330420.1,,,,"NM_001330420.1 Homo sapiens LUC7 like (LUC7L), transcript variant 4, mRNA",,2631,no,LUC7L
NM_001013398.2,,,,"NM_001013398.2 Homo sapiens insulin like growth factor binding protein 3 (IGFBP3), transcript variant 1, mRNA",,2631,no,IGFBP3
NM_014262.5,,,,"NM_014262.5 Homo sapiens prolyl 3-hydroxylase 3 (P3H3), mRNA",,2631,no,P3H3
NM_181715.3,,,,"NM_181715.3 Homo sapiens CREB regulated transcription coactivator 2 (CRTC2), mRNA",,2631,no,CRTC2
NM_024074.4,,,,"NM_024074.4 Homo sapiens transmembrane protein 38A (TMEM38A), mRNA",,2631,no,TMEM38A
NM_012092.4,,,,"NM_012092.4 Homo sapiens inducible T cell costimulator (ICOS), mRNA",,2630,no,ICOS
NM_021724.5,,,,"NM_021724.5 Homo sapiens nuclear receptor subfamily 1 group D member 1 (NR1D1), mRNA",,2630,no,NR1D1
NM_001288833.2,,,,"NM_001288833.2 Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 6, mRNA",,2630,no,GGT1
NR_037915.1,,,,"NR_037915.1 Homo sapiens FAM24B-CUZD1 readthrough (FAM24B-CUZD1), long non-coding RNA",,2630,no,FAM24B-CUZD1
NM_022567.2,,,,"NM_022567.2 Homo sapiens nyctalopin (NYX), transcript variant 1, mRNA",,2629,no,NYX
NM_017797.4,,,,"NM_017797.4 Homo sapiens BTB domain containing 2 (BTBD2), mRNA",,2629,no,BTBD2
NM_001287241.2,,,,"NM_001287241.2 Homo sapiens integral membrane protein 2C (ITM2C), transcript variant 5, mRNA",,2629,no,ITM2C
NR_125336.2,,,,"NR_125336.2 Homo sapiens C-type lectin domain containing 7A (CLEC7A), transcript variant 9, non-coding RNA",,2629,no,CLEC7A
NM_001145031.3,,,,"NM_001145031.3 Homo sapiens plasminogen activator, urokinase (PLAU), transcript variant 2, mRNA",,2628,no,PLAU
NM_001317231.1,,,,"NM_001317231.1 Homo sapiens mitochondrial carrier 2 (MTCH2), transcript variant 1, mRNA",,2628,no,MTCH2
NM_001688.5,,,,"NM_001688.5 Homo sapiens ATP synthase peripheral stalk-membrane subunit b (ATP5PB), mRNA",,2628,no,ATP5PB
NM_003462.5,,,,"NM_003462.5 Homo sapiens dynein axonemal light intermediate chain 1 (DNALI1), mRNA",,2628,no,DNALI1
NM_016095.3,,,,"NM_016095.3 Homo sapiens GINS complex subunit 2 (GINS2), mRNA",,2628,no,GINS2
NM_014322.3,,,,"NM_014322.3 Homo sapiens opsin 3 (OPN3), mRNA",,2628,no,OPN3
NR_027094.1,,,,"NR_027094.1 Homo sapiens synaptotagmin 14 pseudogene 1 (SYT14P1), non-coding RNA",,2628,no,SYT14P1
NM_001156474.2,,,,"NM_001156474.2 Homo sapiens coiled-coil domain containing 81 (CCDC81), transcript variant 1, mRNA",,2627,no,CCDC81
NM_002030.5,,,,"NM_002030.5 Homo sapiens formyl peptide receptor 3 (FPR3), mRNA",,2627,no,FPR3
NM_005558.4,,,,"NM_005558.4 Homo sapiens ladinin 1 (LAD1), mRNA",,2627,no,LAD1
NR_002793.1,,,,"NR_002793.1 Homo sapiens transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3 (TPTE2P3), non-coding RNA",,2627,no,TPTE2P3
NM_001360.3,,,,"NM_001360.3 Homo sapiens 7-dehydrocholesterol reductase (DHCR7), transcript variant 1, mRNA",,2627,no,DHCR7
NM_052882.1,,,,"NM_052882.1 Homo sapiens zinc finger imprinted 3 (ZIM3), mRNA",,2627,no,ZIM3
NM_001369483.1,,,,"NM_001369483.1 Homo sapiens COP9 signalosome subunit 7B (COPS7B), transcript variant 7, mRNA",,2627,no,COPS7B
NM_002099.8,,,,"NM_002099.8 Homo sapiens glycophorin A (MNS blood group) (GYPA), transcript variant 1, mRNA",,2627,no,MNS blood group
NM_004381.5,,,,"NM_004381.5 Homo sapiens activating transcription factor 6 beta (ATF6B), transcript variant 1, mRNA",,2626,no,ATF6B
NM_001289107.2,,,,"NM_001289107.2 Homo sapiens ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (ST6GALNAC1), transcript variant 2, mRNA",,2626,no,ST6GALNAC1
NM_198495.2,,,,"NM_198495.2 Homo sapiens CTAGE family member 4 (CTAGE4), mRNA",,2626,yes,CTAGE4
NR_033867.2,,,,"NR_033867.2 Homo sapiens transient receptor potential cation channel subfamily A member 1 pseudogene (LOC392232), non-coding RNA",,2626,no,LOC392232
NM_018358.2,,,,"NM_018358.2 Homo sapiens ATP binding cassette subfamily F member 3 (ABCF3), transcript variant 1, mRNA",,2626,no,ABCF3
NM_032515.5,,,,"NM_032515.5 Homo sapiens BCL2 family apoptosis regulator BOK (BOK), mRNA",,2626,no,BOK
NM_012259.3,,,,"NM_012259.3 Homo sapiens hes related family bHLH transcription factor with YRPW motif 2 (HEY2), mRNA",,2626,no,HEY2
NM_018188.5,,,,"NM_018188.5 Homo sapiens ATPase family AAA domain containing 3A (ATAD3A), transcript variant 1, mRNA",,2625,no,ATAD3A
NM_005315.2,,,,"NM_005315.2 Homo sapiens goosecoid homeobox 2 (GSC2), mRNA",,2625,no,GSC2
NM_024336.3,,,,"NM_024336.3 Homo sapiens iroquois homeobox 3 (IRX3), mRNA",,2625,no,IRX3
NR_046998.1,,,,"NR_046998.1 Homo sapiens long intergenic non-protein coding RNA 365 (LINC00365), long non-coding RNA",,2625,no,LINC00365
NR_110650.1,,,,"NR_110650.1 Homo sapiens long intergenic non-protein coding RNA 2133 (LINC02133), long non-coding RNA",,2624,no,LINC02133
NM_001145146.2,,,,"NM_001145146.2 Homo sapiens corticotropin releasing hormone receptor 1 (CRHR1), transcript variant 1b, mRNA",,2624,no,CRHR1
NR_001317.3,,,,"NR_001317.3 Homo sapiens HLA complex group 4B (HCG4B), long non-coding RNA",,2624,no,HCG4B
NM_005552.4,,,,"NM_005552.4 Homo sapiens kinesin light chain 1 (KLC1), transcript variant 1, mRNA",,2624,no,KLC1
NM_001350621.2,,,,"NM_001350621.2 Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 3 (ST3GAL3), transcript variant 28, mRNA",,2624,no,ST3GAL3
NM_001289.6,,,,"NM_001289.6 Homo sapiens chloride intracellular channel 2 (CLIC2), mRNA",,2623,no,CLIC2
NM_001374085.1,,,,"NM_001374085.1 Homo sapiens BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone (BCS1L), transcript variant 22, mRNA",,2622,no,BCS1L
NR_026734.1,,,,"NR_026734.1 Homo sapiens transmembrane serine protease 7 (TMPRSS7), transcript variant 2, non-coding RNA",,2622,no,TMPRSS7
NM_005797.4,,,,"NM_005797.4 Homo sapiens myelin protein zero like 2 (MPZL2), transcript variant 1, mRNA",,2622,no,MPZL2
NM_153461.4,,,,"NM_153461.4 Homo sapiens interleukin 17 receptor C (IL17RC), transcript variant 2, mRNA",,2622,no,IL17RC
NR_104162.1,,,,"NR_104162.1 Homo sapiens uncharacterized LOC283045 (LOC283045), long non-coding RNA",,2621,no,LOC283045
NR_103541.1,,,,"NR_103541.1 Homo sapiens SSBP3 antisense RNA 1 (SSBP3-AS1), long non-coding RNA",,2621,no,SSBP3-AS1
NR_027481.1,,,,"NR_027481.1 Homo sapiens zinc finger protein 876, pseudogene (ZNF876P), non-coding RNA",,2621,no,ZNF876P
NM_001164277.1,,,,"NM_001164277.1 Homo sapiens solute carrier family 37 member 4 (SLC37A4), transcript variant 1, mRNA",,2621,no,SLC37A4
NM_023083.4,,,,"NM_023083.4 Homo sapiens calpain 10 (CAPN10), transcript variant 1, mRNA",,2621,no,CAPN10
NM_018137.3,,,,"NM_018137.3 Homo sapiens protein arginine methyltransferase 6 (PRMT6), mRNA",,2621,no,PRMT6
NR_027334.2,,,,"NR_027334.2 Homo sapiens MZF1 antisense RNA 1 (MZF1-AS1), long non-coding RNA",,2620,no,MZF1-AS1
NR_131958.1,,,,"NR_131958.1 Homo sapiens long intergenic non-protein coding RNA 2475 (LINC02475), transcript variant 1, long non-coding RNA",,2620,no,LINC02475
NM_080473.5,,,,"NM_080473.5 Homo sapiens GATA binding protein 5 (GATA5), mRNA",,2620,no,GATA5
NM_003689.3,,,,"NM_003689.3 Homo sapiens aldo-keto reductase family 7 member A2 (AKR7A2), transcript variant 1, mRNA",,2619,no,AKR7A2
NR_046285.1,,,,"NR_046285.1 Homo sapiens uncharacterized LOC100130744 (LOC100130744), long non-coding RNA",,2619,no,LOC100130744
NM_005326.6,,,,"NM_005326.6 Homo sapiens hydroxyacylglutathione hydrolase (HAGH), transcript variant 1, mRNA",,2619,no,HAGH
NM_019558.4,,,,"NM_019558.4 Homo sapiens homeobox D8 (HOXD8), transcript variant 1, mRNA",,2618,no,HOXD8
NM_152396.4,,,,"NM_152396.4 Homo sapiens methyltransferase like 6 (METTL6), transcript variant 1, mRNA",,2618,no,METTL6
NM_001377190.1,,,,"NM_001377190.1 Homo sapiens C-terminal binding protein 1 (CTBP1), transcript variant 7, mRNA",,2618,no,CTBP1
NM_024786.2,,,,"NM_024786.2 Homo sapiens zinc finger DHHC-type containing 11 (ZDHHC11), mRNA",,2618,no,ZDHHC11
NM_001170631.2,,,,"NM_001170631.2 Homo sapiens Fc fragment of IgA and IgM receptor (FCAMR), transcript variant 3, mRNA",,2618,no,FCAMR
NM_174937.4,,,,"NM_174937.4 Homo sapiens transcription elongation regulator 1 like (TCERG1L), mRNA",,2618,no,TCERG1L
NM_005886.3,,,,"NM_005886.3 Homo sapiens katanin regulatory subunit B1 (KATNB1), mRNA",,2618,no,KATNB1
NR_024406.1,,,,"NR_024406.1 Homo sapiens long intergenic non-protein coding RNA 917 (LINC00917), long non-coding RNA",,2618,no,LINC00917
NM_182833.3,,,,"NM_182833.3 Homo sapiens glycerophosphodiester phosphodiesterase domain containing 4 (GDPD4), mRNA",,2617,no,GDPD4
NR_146527.1,,,,"NR_146527.1 Homo sapiens long intergenic non-protein coding RNA 1747 (LINC01747), transcript variant 1, long non-coding RNA",,2617,no,LINC01747
NM_003026.5,,,,"NM_003026.5 Homo sapiens SH3 domain containing GRB2 like 2, endophilin A1 (SH3GL2), mRNA",,2617,no,SH3GL2
NM_000286.3,,,,"NM_000286.3 Homo sapiens peroxisomal biogenesis factor 12 (PEX12), mRNA",,2617,no,PEX12
NR_135244.1,,,,"NR_135244.1 Homo sapiens KIAA2012 antisense RNA 1 (KIAA2012-AS1), transcript variant 1, long non-coding RNA",,2617,no,KIAA2012-AS1
NM_001195082.2,,,,"NM_001195082.2 Homo sapiens testis expressed 22 (TEX22), mRNA",,2616,no,TEX22
NR_103783.1,,,,"NR_103783.1 Homo sapiens bladder cancer associated transcript 1 (BLACAT1), long non-coding RNA",,2616,no,BLACAT1
NR_110825.1,,,,"NR_110825.1 Homo sapiens long intergenic non-protein coding RNA 1482 (LINC01482), long non-coding RNA",,2616,no,LINC01482
NM_001363176.1,,,,"NM_001363176.1 Homo sapiens transmembrane protein 68 (TMEM68), transcript variant 5, mRNA",,2615,no,TMEM68
NM_138499.4,,,,"NM_138499.4 Homo sapiens PWWP domain containing 2B (PWWP2B), transcript variant 1, mRNA",,2615,no,PWWP2B
NR_108076.1,,,,"NR_108076.1 Homo sapiens long intergenic non-protein coding RNA 1069 (LINC01069), long non-coding RNA",,2615,no,LINC01069
NR_131157.1,,,,"NR_131157.1 Homo sapiens NF-kappaB interacting lncRNA (NKILA), long non-coding RNA",,2615,no,NKILA
NM_001369442.1,,,,"NM_001369442.1 Homo sapiens NGG1 interacting factor 3 like 1 (NIF3L1), transcript variant 6, mRNA",,2615,no,NIF3L1
NM_012064.4,,,,"NM_012064.4 Homo sapiens major intrinsic protein of lens fiber (MIP), mRNA",,2614,no,MIP
NM_001288776.1,,,,"NM_001288776.1 Homo sapiens E4F transcription factor 1 (E4F1), transcript variant 2, mRNA",,2614,no,E4F1
NM_001305456.1,,,,"NM_001305456.1 Homo sapiens mediator complex subunit 20 (MED20), transcript variant 3, mRNA",,2614,no,MED20
NM_002999.4,,,,"NM_002999.4 Homo sapiens syndecan 4 (SDC4), mRNA",,2613,no,SDC4
NR_148224.1,,,,"NR_148224.1 Homo sapiens kynurenine aminotransferase 1 (KYAT1), transcript variant 18, non-coding RNA",,2613,no,KYAT1
NM_023007.2,,,,"NM_023007.2 Homo sapiens jumonji domain containing 4 (JMJD4), transcript variant 1, mRNA",,2612,no,JMJD4
NM_030622.8,,,,"NM_030622.8 Homo sapiens cytochrome P450 family 2 subfamily S member 1 (CYP2S1), mRNA",,2612,no,CYP2S1
NM_024328.6,,,,"NM_024328.6 Homo sapiens thiamine triphosphatase (THTPA), transcript variant 1, mRNA",,2611,no,THTPA
NR_039998.1,,,,"NR_039998.1 Homo sapiens LCMT1 antisense RNA 2 (LCMT1-AS2), long non-coding RNA",,2611,no,LCMT1-AS2
NM_000883.4,,,,"NM_000883.4 Homo sapiens inosine monophosphate dehydrogenase 1 (IMPDH1), transcript variant 1, mRNA",,2611,no,IMPDH1
NR_157569.1,,,,"NR_157569.1 Homo sapiens NGF antisense RNA 1 (NGF-AS1), long non-coding RNA",,2610,no,NGF-AS1
NM_001464.5,,,,"NM_001464.5 Homo sapiens ADAM metallopeptidase domain 2 (ADAM2), transcript variant 1, mRNA",,2610,no,ADAM2
NM_001324355.2,,,,"NM_001324355.2 Homo sapiens thioredoxin like 4B (TXNL4B), transcript variant 5, mRNA",,2610,no,TXNL4B
NR_040038.1,,,,"NR_040038.1 Homo sapiens long intergenic non-protein coding RNA 1907 (LINC01907), long non-coding RNA",,2609,no,LINC01907
NM_170776.5,,,,"NM_170776.5 Homo sapiens adhesion G protein-coupled receptor G3 (ADGRG3), transcript variant 1, mRNA",,2609,no,ADGRG3
NM_001003702.3,,,,"NM_001003702.3 Homo sapiens Rho guanine nucleotide exchange factor 35 (ARHGEF35), transcript variant 1, mRNA",,2609,no,ARHGEF35
